ts,amin,pagi,gama,created_at
2024-02-25 16:00:16,9248,48199,22197,2024-02-25T09:29:38Z
2024-02-25 17:00:15,9361,48404,22289,2024-02-25T10:05:51Z
2024-02-25 18:00:15,9491,48798,22445,2024-02-25T11:05:26Z
2024-02-25 19:00:15,9491,48798,22445,2024-02-25T12:07:23Z
2024-02-25 20:00:16,9491,48798,22445,2024-02-25T13:05:58Z
2024-02-25 21:00:15,9580,49575,22815,2024-02-25T14:05:50Z
2024-02-25 22:00:15,9635,50026,22877,2024-02-25T15:05:30Z
2024-02-25 23:00:15,9676,50284,22990,2024-02-25T16:06:34Z
2024-02-26 00:00:15,9676,50284,22990,2024-02-25T17:05:52Z
