ts,amin,pagi,gama,created_at
2024-02-25 16:00:16,59987,230943,40409,2024-02-25T09:29:38Z
2024-02-25 17:00:15,59930,230799,40394,2024-02-25T10:05:51Z
2024-02-25 18:00:15,60032,231030,40414,2024-02-25T11:05:26Z
2024-02-25 19:00:15,60032,231030,40414,2024-02-25T12:07:23Z
2024-02-25 20:00:16,60076,231211,40422,2024-02-25T13:05:58Z
2024-02-25 21:00:15,60299,231785,40512,2024-02-25T14:05:50Z
2024-02-25 22:00:15,60328,232026,40613,2024-02-25T15:05:30Z
2024-02-25 23:00:15,60382,232148,40625,2024-02-25T16:06:34Z
2024-02-26 00:00:15,60382,232148,40625,2024-02-25T17:05:52Z
2024-02-26 01:00:15,60382,232148,40625,2024-02-25T18:05:47Z
2024-02-26 02:00:15,60382,232148,40625,2024-02-25T19:05:50Z
2024-02-26 03:00:15,60382,232148,40625,2024-02-25T20:05:34Z
2024-02-26 04:00:15,60382,232148,40625,2024-02-25T21:05:35Z
2024-02-26 05:00:15,60382,232148,40625,2024-02-25T22:05:44Z
2024-02-26 06:00:15,60382,232148,40625,2024-02-25T23:05:52Z
2024-02-26 07:00:16,60382,232148,40625,2024-02-26T00:21:11Z
2024-02-26 08:00:15,60382,232148,40625,2024-02-26T01:27:16Z
2024-02-26 09:00:15,60382,232148,40625,2024-02-26T02:12:19Z
2024-02-26 10:00:15,60382,232148,40625,2024-02-26T03:06:26Z
2024-02-26 11:00:16,60382,232148,40625,2024-02-26T04:06:03Z
2024-02-26 12:00:15,60382,232148,40625,2024-02-26T05:06:08Z
2024-02-26 13:00:15,60385,232304,40660,2024-02-26T06:06:48Z
2024-02-26 14:00:15,60400,232398,40670,2024-02-26T07:06:18Z
2024-02-26 15:00:15,60440,232398,40670,2024-02-26T08:06:49Z
2024-02-26 16:00:15,60445,232658,40725,2024-02-26T09:06:01Z
2024-02-26 17:00:20,60445,232658,40725,2024-02-26T10:06:11Z
2024-02-26 18:00:15,60445,232658,40725,2024-02-26T11:05:35Z
2024-02-26 19:00:15,60499,232780,40745,2024-02-26T12:07:54Z
2024-02-26 20:00:15,60499,232780,40745,2024-02-26T13:05:51Z
2024-02-26 21:00:15,60499,232780,40745,2024-02-26T14:06:04Z
2024-02-26 22:00:15,60593,233208,40811,2024-02-26T15:06:08Z
2024-02-26 23:00:16,60595,233310,40825,2024-02-26T16:06:24Z
2024-02-27 00:00:15,60595,233310,40825,2024-02-26T17:05:57Z
2024-02-27 01:00:16,60595,233310,40825,2024-02-26T18:06:13Z
2024-02-27 02:00:15,60595,233310,40825,2024-02-26T19:05:55Z
2024-02-27 03:00:15,60595,233310,40825,2024-02-26T20:06:02Z
2024-02-27 04:00:15,60595,233310,40825,2024-02-26T21:06:03Z
2024-02-27 05:00:16,60595,233310,40825,2024-02-26T22:06:49Z
2024-02-27 06:00:15,60595,233310,40825,2024-02-26T23:06:09Z
2024-02-27 07:00:15,60595,233310,40825,2024-02-27T00:20:12Z
2024-02-27 08:00:15,60595,233310,40825,2024-02-27T01:25:16Z
2024-02-27 09:00:15,60595,233310,40825,2024-02-27T02:09:55Z
2024-02-27 10:00:16,60595,233310,40825,2024-02-27T03:05:50Z
2024-02-27 11:00:16,60595,233310,40825,2024-02-27T04:06:44Z
2024-02-27 12:00:15,60595,233310,40825,2024-02-27T05:06:51Z
2024-02-27 13:00:15,60661,233481,40839,2024-02-27T06:06:32Z
2024-02-27 14:00:15,60661,233459,40839,2024-02-27T07:06:22Z
2024-02-27 15:00:15,60661,233459,40839,2024-02-27T08:06:31Z
2024-02-27 16:00:16,60661,233459,40839,2024-02-27T09:05:46Z
2024-02-27 17:00:16,60661,233459,40839,2024-02-27T10:06:21Z
2024-02-27 18:00:16,60661,233459,40839,2024-02-27T11:05:40Z
2024-02-27 19:00:15,60661,233459,40839,2024-02-27T12:07:29Z
2024-02-27 20:00:15,60661,233459,40839,2024-02-27T13:05:33Z
2024-02-27 21:00:19,60661,233459,40839,2024-02-27T14:05:54Z
2024-02-27 22:00:15,60661,233459,40839,2024-02-27T15:05:47Z
2024-02-27 23:00:16,60662,233551,40865,2024-02-27T16:06:04Z
2024-02-28 00:00:15,60662,233551,40865,2024-02-27T17:06:35Z
2024-02-28 01:00:15,60662,233551,40865,2024-02-27T18:06:47Z
2024-02-28 02:00:15,60662,233551,40865,2024-02-27T19:05:48Z
2024-02-28 03:00:15,60662,233551,40865,2024-02-27T20:06:06Z
2024-02-28 04:00:15,60662,233551,40865,2024-02-27T21:05:30Z
2024-02-28 05:00:15,60662,233551,40865,2024-02-27T22:05:59Z
2024-02-28 06:00:16,60662,233551,40865,2024-02-27T23:05:55Z
2024-02-28 07:00:15,60662,233551,40865,2024-02-28T00:19:26Z
2024-02-28 08:00:15,60662,233551,40865,2024-02-28T01:25:48Z
2024-02-28 09:00:15,60662,233551,40865,2024-02-28T02:10:45Z
2024-02-28 10:00:15,60662,233551,40865,2024-02-28T03:05:55Z
2024-02-28 11:00:15,60662,233551,40865,2024-02-28T04:06:56Z
